store,storeName,storeBusinessName,address,city,State,zip,storeURL,phone,proPhone,proFax,latitude,Longitude
674,W. Chandler Lowe's,"LOWE'S OF W. CHANDLER, AZ",7100 West Ray Rd,Chandler,AZ,85226,http://www.lowes.com/store/AZ-Chandler/0674,(480) 753-0103,(480) 612-8279,(480) 753-4442,33.3212477,-111.9647693
675,E. Charleston Lowe's,"LOWE'S OF E. CHARLESTON, WV",5750 Maccorkle Ave SE,Charleston,WV,25304,http://www.lowes.com/store/WV-Charleston/0675,(304) 926-6700,(304) 206-4887,(304) 926-6678,38.31314372,-81.56456435
676,S. Richmond Lowe's,"LOWE'S OF S. RICHMOND, VA",2501 Sheila Ln,Richmond,VA,23225,http://www.lowes.com/store/VA-Richmond/0676,(804) 272-8151,(804) 727-1719,(804) 272-8446,37.53501171,-77.53116897
677,Clayton Lowe's,"LOWE'S OF CLAYTON, NC",101 Cleveland Crossing Dr,Garner,NC,27529,http://www.lowes.com/store/NC-Garner/0677,(919) 661-6440,(919) 455-2451,(919) 661-6354,35.6083941,-78.55894449
678,Cumming Lowe's,"LOWE'S OF CUMMING, GA",935 Marketplace Blvd,Cumming,GA,30041,http://www.lowes.com/store/GA-Cumming/0678,(770) 844-9166,(678) 456-1038,(770) 844-9157,34.18299962,-84.13293628
679,W. Evansville Lowe's,"LOWE'S OF W. EVANSVILLE, IN",103 South Red Bank Rd,Evansville,IN,47712,http://www.lowes.com/store/IN-Evansville/0679,(812) 424-7605,(812) 647-9021,(812) 424-7833,37.97783683,-87.63984787
680,Monroe Lowe's,"LOWE'S OF MONROE,  NC",2350 West Roosevelt Blvd,Monroe,NC,28110,http://www.lowes.com/store/NC-Monroe/0680,(704) 226-1744,(704) 207-2060,(704) 226-0744,35.01204563,-80.56228895
681,N. Central Houston Lowe's,"LOWE'S OF N. CENTRAL HOUSTON, TX",1521 North Loop West,Houston,TX,77008,http://www.lowes.com/store/TX-Houston/0681,(713) 426-6300,(713) 866-5606,(713) 426-5777,29.81062563,-95.42808674
682,Southport Lowe's,"LOWE'S OF SOUTHPORT, NC",5084 Southport - Supply Rd Southeast,Southport,NC,28461,http://www.lowes.com/store/NC-Southport/0682,(910) 454-8761,(910) 454-4748,(910) 454-4484,33.95358039,-78.04584835
684,Warren Lowe's,"LOWE'S OF WARREN, MI",31140 Van Dyke Ave,Warren,MI,48093,http://www.lowes.com/store/MI-Warren/0684,(586) 826-7661,(586) 722-5019,(586) 826-7678,42.52233035,-83.0273482
685,Pearland Lowe's,"LOWE'S OF PEARLAND, TX",2741 Broadway St,Pearland,TX,77581,http://www.lowes.com/store/TX-Pearland/0685,(281) 412-6300,(281) 412-1758,(281) 412-9583,29.55636956,-95.26059915
686,Fayetteville Lowe's,"LOWE'S OF FAYETTEVILLE, GA",1030 Glynn St North,Fayetteville,GA,30214,http://www.lowes.com/store/GA-Fayetteville/0686,(678) 817-9119,(678) 724-1054,(678) 817-5663,33.47254189,-84.44651989
687,Short Pump Lowe's,"LOWE'S OF SHORT PUMP, VA",4401 Pouncey Tract Rd,Glen Allen,VA,23060,http://www.lowes.com/store/VA-Glen-Allen/0687,(804) 364-5975,(804) 727-1383,(804) 364-5978,37.65543193,-77.60977113
688,Boise Lowe's,"LOWE'S OF BOISE, ID",7990 West Overland Rd,Boise,ID,83709,http://www.lowes.com/store/ID-Boise/0688,(208) 376-1001,(208) 672-7299,(208) 376-2169,43.59242985,-116.2818161
689,S.E. Austin Lowe's,"LOWE'S OF S.E. AUSTIN, TX",5510 South IH 35,Austin,TX,78745,http://www.lowes.com/store/TX-Austin/0689,(512) 441-0329,(512) 634-1070,(512) 383-9216,30.20166927,-97.76650825
690,D'iberville Lowe's,"LOWE'S OF D'IBERVILLE, MS",3700 Sangani Blvd,D'iberville,MS,39540,http://www.lowes.com/store/MS-D'iberville/0690,(228) 392-7103,(228) 280-1200,(228) 396-0425,30.45985909,-88.89736959
691,White Marsh Lowe's,"LOWE'S OF WHITE MARSH, MD",5300 Campbell Blvd,Baltimore,MD,21236,http://www.lowes.com/store/MD-Baltimore/0691,(410) 931-2233,(443) 425-1141,(410) 931-1770,39.369146,-76.44961386
692,Piscataway Lowe's,"LOWE'S OF PISCATAWAY, NJ",1345 Centennial Ave,Piscataway,NJ,08854,http://www.lowes.com/store/NJ-Piscataway/0692,(732) 562-0505,(732) 733-9023,(732) 562-8964,40.55270812,-74.43690091
693,Sevierville Lowe's,"LOWE'S OF SEVIERVILLE, TN",610 Winfield Dunn Pkwy,Sevierville,TN,37876,http://www.lowes.com/store/TN-Sevierville/0693,(865) 453-3115,(865) 908-2308,(865) 453-5388,35.87783339,-83.57469014
694,Rogers Lowe's,"LOWE'S OF ROGERS, AR",300 North 46th St,Rogers,AR,72756,http://www.lowes.com/store/AR-Rogers/0694,(479) 936-9700,(479) 899-0022,(479) 936-9717,36.33713113,-94.18081412
695,FT. Gratiot Lowe's,"LOWE'S OF FT. GRATIOT, MI",4200 24th Ave,Fort Gratiot,MI,48059,http://www.lowes.com/store/MI-Fort-Gratiot/0695,(810) 385-6600,(810) 941-6091,(810) 385-6619,43.03142202,-82.45286658
696,Melbourne Lowe's,"LOWE'S OF MELBOURNE, FL",2150 Minton Rd,Melbourne,FL,32904,http://www.lowes.com/store/FL-Melbourne/0696,(321) 953-2880,(321) 327-0029,(321) 953-6739,28.07671001,-80.67361135
697,Concord Lowe's,"LOWE'S OF CONCORD, NC",940 Concord Pkwy North,Concord,NC,28027,http://www.lowes.com/store/NC-Concord/0697,(704) 720-9000,(704) 706-3872,(704) 720-9017,35.42617145,-80.61242774
698,Oxford Lowe's,"LOWE'S OF OXFORD, AL",1836 U.S. Highway 78 East,Oxford,AL,36203,http://www.lowes.com/store/AL-Oxford/0698,(256) 835-8266,(256) 499-9021,(256) 835-0885,33.613518,-85.7945545
700,Lincolnton Lowe's,"LOWE'S OF LINCOLNTON, NC",1603 East Main St,Lincolnton,NC,28092,http://www.lowes.com/store/NC-Lincolnton/0700,(704) 748-9335,(704) 452-6022,(704) 735-8892,35.47954974,-81.23380154
701,Wilkesboro Lowe's,"LOWE'S OF WILKESBORO, NC",2003 U.S. Highway 421,Wilkesboro,NC,28697,http://www.lowes.com/store/NC-Wilkesboro/0701,(336) 838-1500,(336) 838-7792,(336) 838-1738,36.14832223,-81.20510813
702,Largo Lowe's,"LOWE'S OF LARGO, MD",10440 Campus Way South,Upper Marlboro,MD,20774,http://www.lowes.com/store/MD-Upper-Marlboro/0702,(301) 350-6777,(301) 278-4019,(301) 350-7028,38.89420816,-76.82458114
703,Jensen Beach Lowe's,"LOWE'S OF JENSEN BEACH, FL",4100 Northwest Federal Highway,Jensen Beach,FL,34957,http://www.lowes.com/store/FL-Jensen-Beach/0703,(772) 692-7745,(772) 405-2020,(772) 692-7753,27.25360557,-80.27985817
704,Coral Springs Lowe's,"LOWE'S OF CORAL SPRINGS, FL",3651 Turtle Creek Dr,Coral Springs,FL,33067,http://www.lowes.com/store/FL-Coral-Springs/0704,(954) 346-3993,(954) 282-3965,(954) 346-3958,26.27579896,-80.2035559
705,S.W. Louisville Lowe's,"LOWE'S OF S.W. LOUISVILLE, KY",6651 Dixie Highway,Louisville,KY,40258,http://www.lowes.com/store/KY-Louisville/0705,(502) 933-0745,(502) 271-1408,(502) 933-7636,38.15399472,-85.83309691
706,Chambersburg Lowe's,"LOWE'S OF CHAMBERSBURG, PA",1600 Lincoln Way East,Chambersburg,PA,17201,http://www.lowes.com/store/PA-Chambersburg/0706,(717) 709-1900,(717) 496-2021,(717) 709-1930,39.9229293,-77.61271404
707,Martinsville Lowe's,"LOWE'S OF MARTINSVILLE, VA",1059 Commonwealth Blvd,Martinsville,VA,24112,http://www.lowes.com/store/VA-Martinsville/0707,(276) 656-1665,(276) 656-1789,(276) 656-1124,36.69195829,-79.90400124
708,Heath Lowe's,"LOWE'S OF HEATH, OH",888 Hebron Rd,Heath,OH,43056,http://www.lowes.com/store/OH-Heath/0708,(740) 522-0003,(740) 522-7719,(740) 522-0165,40.02706792,-82.44218809
709,W. Chesapeake Lowe's,"LOWE'S OF W. CHESAPEAKE, VA",4708 Portsmouth Blvd,Chesapeake,VA,23321,http://www.lowes.com/store/VA-Chesapeake/0709,(757) 465-5757,(757) 215-7240,(757) 488-4598,36.81965936,-76.4382185
710,John's Creek Lowe's,"LOWE'S OF JOHN'S CREEK, GA",3580 Peachtree Pkwy,Suwanee,GA,30024,http://www.lowes.com/store/GA-Suwanee/0710,(770) 622-5997,(770) 940-5322,(770) 622-9379,34.07354472,-84.16786093
711,N. Columbus Lowe's,"LOWE'S OF N. COLUMBUS, OH",1465 Polaris Pkwy,Columbus,OH,43240,http://www.lowes.com/store/OH-Columbus/0711,(614) 433-9957,(614) 601-9020,(614) 436-3877,40.13869893,-82.98069138
712,Pascagoula Lowe's,"LOWE'S OF PASCAGOULA, MS",3301 Denny Ave,Pascagoula,MS,39581,http://www.lowes.com/store/MS-Pascagoula/0712,(228) 762-0429,(228) 281-1179,(228) 696-0412,30.37959307,-88.52725243
713,Bloomfield Township Lowe's,"LOWE'S OF BLOOMFIELD TOWNSHIP, MI",1801 Telegraph Rd,Bloomfield Hills,MI,48302,http://www.lowes.com/store/MI-Bloomfield-Hills/0713,(248) 338-2566,(248) 648-6959,(248) 648-6939,42.61554499,-83.30789384
714,E. Mesa Lowe's,"LOWE'S OF E. MESA, AZ",1440 South Higley Rd,Mesa,AZ,85206,http://www.lowes.com/store/AZ-Mesa/0714,(480) 832-1666,(480) 281-3711,(480) 832-6805,33.38880118,-111.7204522
715,Alexandria Lowe's,"LOWE'S OF ALEXANDRIA, VA",6750 Richmond Highway,Alexandria,VA,22306,http://www.lowes.com/store/VA-Alexandria/0715,(703) 765-8011,(703) 310-3921,(703) 765-8030,38.77208121,-77.08357057
716,N.W. Tallahassee Lowe's,"LOWE'S OF N.W. TALLAHASSEE, FL",5500 Commonwealth Blvd,Tallahassee,FL,32303,http://www.lowes.com/store/FL-Tallahassee/0716,(850) 575-1435,(850) 350-3918,(850) 575-6240,30.47784438,-84.36579972
717,Franklin Lowe's,"LOWE'S OF FRANKLIN, NC",161 Franklin Plaza,Franklin,NC,28734,http://www.lowes.com/store/NC-Franklin/0717,(828) 349-4654,(828) 349-8819,(828) 349-4875,35.16543891,-83.39561186
718,Kingsport Lowe's,"LOWE'S OF KINGSPORT, TN",2526 East Stone Dr,Kingsport,TN,37660,http://www.lowes.com/store/TN-Kingsport/0718,(423) 246-5660,(423) 230-1479,(423) 246-6259,36.54868283,-82.50057065
719,ST. Mary's County Lowe's,"LOWE'S OF ST. MARY'S COUNTY, MD",45075 Worth Ave,California,MD,20619,http://www.lowes.com/store/MD-California/0719,(301) 737-0232,(301) 994-6040,(301) 863-2286,38.30000241,-76.51683113
720,Timonium Lowe's,"LOWE'S OF TIMONIUM, MD",19 Texas Station Court,Timonium,MD,21093,http://www.lowes.com/store/MD-Timonium/0720,(410) 683-8500,(443) 886-2029,(410) 683-9590,39.45974573,-76.63808441
721,Olathe Lowe's,"LOWE'S OF OLATHE, KS",13750 South Blackbob Rd,Olathe,KS,66062,http://www.lowes.com/store/KS-Olathe/0721,(913) 397-7070,(913) 254-1663,(913) 397-6142,38.88015582,-94.7636707
722,Murray Lowe's,"LOWE'S OF MURRAY, KY",1400 Lowe's Dr,Murray,KY,42071,http://www.lowes.com/store/KY-Murray/0722,(270) 753-9099,(270) 762-1991,(270) 753-7082,36.62687252,-88.32059494
724,Port Richey Lowe's,"LOWE'S OF PORT RICHEY, FL",8312 Little Rd,New Port Richey,FL,34654,http://www.lowes.com/store/FL-New-Port-Richey/0724,(727) 859-9450,(727) 232-5029,(727) 859-9467,28.27856534,-82.67290597
725,W. Davie Lowe's,"LOWE'S OF W. DAVIE, FL",6600 Dykes Rd,Southwest Ranches,FL,33331,http://www.lowes.com/store/FL-Southwest-Ranches/0725,(954) 680-8667,(954) 626-1020,(954) 680-6435,26.03289573,-80.35957152
726,Wilson Lowe's,"LOWE'S OF WILSON, NC",2501 Forest Hills Rd West,Wilson,NC,27893,http://www.lowes.com/store/NC-Wilson/0726,(252) 243-5311,(252) 243-1279,(252) 293-0815,35.73481663,-77.95463099
727,Tullahoma Lowe's,"LOWE'S OF TULLAHOMA, TN",2211 North Jackson St,Tullahoma,TN,37388,http://www.lowes.com/store/TN-Tullahoma/0727,(931) 455-6722,(931) 461-3588,(931) 455-4923,35.39286531,-86.24414923
728,Anderson Lowe's,"LOWE'S OF ANDERSON, SC",3515 Clemson Blvd,Anderson,SC,29621,http://www.lowes.com/store/SC-Anderson/0728,(864) 964-9228,(864) 332-3019,(864) 964-9267,34.54861086,-82.67814211
729,Columbia Lowe's,"LOWE'S OF COLUMBIA, TN",2000 Hillary Dr,Columbia,TN,38401,http://www.lowes.com/store/TN-Columbia/0729,(931) 380-9499,(931) 490-8398,(931) 380-2632,35.59477301,-87.06019587
730,Douglasville Lowe's,"LOWE'S OF DOUGLASVILLE, GA",7001 Douglas Blvd.,Douglasville,GA,30135,http://www.lowes.com/store/GA-Douglasville/0730,(770) 920-9022,(770) 659-1439,(770) 947-1615,33.72669657,-84.75955187
731,Chesterfield Lowe's,"LOWE'S OF CHESTERFIELD, MO",290 T.H.F. Blvd,Chesterfield,MO,63005,http://www.lowes.com/store/MO-Chesterfield/0731,(636) 728-0163,(636) 299-9965,(636) 536-1285,38.6662017,-90.60191499
732,Southlake Lowe's,"LOWE'S OF SOUTHLAKE, TX",201 North Kimball Ave,Southlake,TX,76092,http://www.lowes.com/store/TX-Southlake/0732,(817) 251-1090,(817) 305-2038,(817) 251-6925,32.94158603,-97.11426647
733,N. Springfield Lowe's,"LOWE'S OF N. SPRINGFIELD, MO",1707 West Norton Rd,Springfield,MO,65803,http://www.lowes.com/store/MO-Springfield/0733,(417) 833-2000,(417) 576-9052,(417) 833-6739,37.25286656,-93.31344306
734,Ann Arbor Lowe's,"LOWE'S OF ANN ARBOR, MI",3900 Carpenter Rd,Ypsilanti,MI,48197,http://www.lowes.com/store/MI-Ypsilanti/0734,(734) 477-5980,(734) 757-1050,(734) 477-8024,42.23194264,-83.68198829
735,Warrington Lowe's,"LOWE'S OF WARRINGTON, PA",425 Easton Rd,Warrington,PA,18976,http://www.lowes.com/store/PA-Warrington/0735,(215) 491-5968,(215) 488-4019,(215) 491-5966,40.22503622,-75.13695218
736,Opelika Lowe's,"LOWE'S OF OPELIKA, AL",1701 Frederick Rd,Opelika,AL,36801,http://www.lowes.com/store/AL-Opelika/0736,(334) 705-4995,(334) 745-8007,(334) 741-6919,32.62047562,-85.40176762
737,Johnson City Lowe's,"LOWE'S OF JOHNSON CITY, TN",180 Market Place Blvd,Johnson City,TN,37604,http://www.lowes.com/store/TN-Johnson-City/0737,(423) 283-4477,(423) 854-4105,(423) 283-1084,36.34395524,-82.40699202
738,Henderson Lowe's,"LOWE'S OF HENDERSON, NC",166 Dabney Rd,Henderson,NC,27537,http://www.lowes.com/store/NC-Henderson/0738,(252) 436-0050,(252) 430-5558,(252) 433-0493,36.33863179,-78.43912397
739,Lumberton Lowe's,"LOWE'S OF LUMBERTON, NC",5060 Fayetteville Rd,Lumberton,NC,28358,http://www.lowes.com/store/NC-Lumberton/0739,(910) 738-2557,(910) 272-5219,(910) 738-3892,34.66429901,-79.00351682
740,ST. Petersburg Lowe's,"LOWE'S OF ST. PETERSBURG, FL",2365 25th St North,Saint Petersburg,FL,33713,http://www.lowes.com/store/FL-Saint-Petersburg/0740,(727) 822-8220,(727) 954-2289,(727) 820-9210,27.79311409,-82.66569437
741,Port Orange Lowe's,"LOWE'S OF PORT ORANGE, FL",1751 Dunlawton Ave,Port Orange,FL,32127,http://www.lowes.com/store/FL-Port-Orange/0741,(386) 788-8566,(386) 562-9089,(386) 788-5365,29.1119322,-81.02769737
742,Ormond Beach Lowe's,"LOWE'S OF ORMOND BEACH, FL",1340 West Granada Blvd,Ormond Beach,FL,32174,http://www.lowes.com/store/FL-Ormond-Beach/0742,(386) 671-9112,(386) 562-9060,(386) 671-9858,29.26095896,-81.1072346
746,S. Charleston Lowe's,"LOWE'S OF S. CHARLESTON, WV",#50 Rhl Blvd,South Charleston,WV,25309,http://www.lowes.com/store/WV-South-Charleston/0746,(304) 746-7980,(304) 206-4917,(304) 746-9433,38.33640866,-81.71513943
748,Florissant Lowe's,"LOWE'S OF FLORISSANT, MO",3180 North Highway 67,Florissant,MO,63033,http://www.lowes.com/store/MO-Florissant/0748,(314) 972-8817,(314) 292-3053,(314) 972-9366,38.80923221,-90.29537049
749,N. Chattanooga Lowe's,"LOWE'S OF N. CHATTANOOGA, TN",5428 Highway 153,Hixson,TN,37343,http://www.lowes.com/store/TN-Hixson/0749,(423) 876-5674,(423) 876-2608,(423) 876-4447,35.13765807,-85.24601119
750,Kingwood Lowe's,"LOWE'S OF KINGWOOD, TX",22600 Eastex Freeway/Highway 59 North,Kingwood,TX,77339,http://www.lowes.com/store/TX-Kingwood/0750,(281) 359-0002,(281) 312-0519,(281) 359-1541,30.04082574,-95.2531934
751,Turnersville Lowe's,"LOWE'S OF TURNERSVILLE, NJ",100 Watson Dr,Turnersville,NJ,08012,http://www.lowes.com/store/NJ-Turnersville/0751,(856) 740-2910,(856) 237-2020,(856) 740-2928,39.73541825,-75.04179139
753,O'fallon Lowe's,"LOWE'S OF O'FALLON, MO",8501 Mexico Rd,Saint Peters,MO,63376,http://www.lowes.com/store/MO-Saint-Peters/0753,(636) 379-2855,(636) 272-2429,(636) 980-2668,38.7907441,-90.69445055
754,Oakland Park Lowe's,"LOWE'S OF OAKLAND PARK, FL",1001 West Oakland Park Blvd,Oakland Park,FL,33311,http://www.lowes.com/store/FL-Oakland-Park/0754,(954) 630-9550,(954) 626-1081,(954) 630-3281,26.16798053,-80.15584383
755,Dublin Lowe's,"LOWE'S OF DUBLIN, OH",6555 Dublin Center Dr,Dublin,OH,43017,http://www.lowes.com/store/OH-Dublin/0755,(614) 659-0530,(614) 602-0376,(614) 659-0548,40.10075393,-83.09591612
756,N.E. Albuquerque Lowe's,"LOWE'S OF N.E. ALBUQUERQUE, NM",6200 Paseo Del-Norte,Albuquerque,NM,87113,http://www.lowes.com/store/NM-Albuquerque/0756,(505) 797-4666,(505) 349-1032,(505) 823-6308,35.17250222,-106.5798985
757,Plymouth Meeting Lowe's,"LOWE'S OF PLYMOUTH MEETING, PA",2002 Chemical Rd,Plymouth Meeting,PA,19462,http://www.lowes.com/store/PA-Plymouth-Meeting/0757,(610) 834-8885,(610) 772-2361,(610) 941-1170,40.10201858,-75.29401356
758,Rancho Santa Margarita Lowe's,"LOWE'S OF RANCHO SANTA MARGARITA, CA",30481 Avenida De Las Flores,Rancho Santa Margarita,CA,92688,http://www.lowes.com/store/CA-Rancho-Santa-Margarita/0758,(949) 589-5005,(949) 216-2019,(949) 589-5022,33.64232757,-117.6013051
759,Redlands Lowe's,"LOWE'S OF REDLANDS, CA",1725 West Redlands Blvd,Redlands,CA,92373,http://www.lowes.com/store/CA-Redlands/0759,(909) 307-8883,(909) 557-9091,(909) 335-9873,34.06125742,-117.2140253
760,Springdale Lowe's,"LOWE'S OF SPRINGDALE, OH",505 East Kemper Rd,Cincinnati,OH,45246,http://www.lowes.com/store/OH-Cincinnati/0760,(513) 671-2093,(513) 698-8926,(513) 671-2189,39.28469534,-84.46021924
761,Burton Lowe's,"LOWE'S OF BURTON, MI",4274 East Court St,Burton,MI,48509,http://www.lowes.com/store/MI-Burton/0761,(810) 744-2420,(810) 223-9052,(810) 744-2917,43.01629671,-83.62683889
763,Manchester Lowe's,"LOWE'S OF MANCHESTER, CT",31 Buckland Hills Dr,Manchester,CT,06042,http://www.lowes.com/store/CT-Manchester/0763,(860) 644-7220,(860) 474-9029,(860) 644-2126,41.8086856,-72.5536908
764,Kirkwood Lowe's,"LOWE'S OF KIRKWOOD, MO",1212 South Kirkwood Rd,Kirkwood,MO,63122,http://www.lowes.com/store/MO-Kirkwood/0764,(314) 835-1779,(314) 620-2074,(314) 835-9193,38.56128569,-90.40355299
765,Kalamazoo Lowe's,"LOWE'S OF KALAMAZOO, MI",5125 West Main St,Kalamazoo,MI,49009,http://www.lowes.com/store/MI-Kalamazoo/0765,(269) 345-2110,(269) 216-2790,(269) 345-2191,42.29205388,-85.65014776
766,Massillon Lowe's,"LOWE'S OF MASSILLON, OH",101 Massillon Marketplace Dr SW,Massillon,OH,44646,http://www.lowes.com/store/OH-Massillon/0766,(330) 832-1901,(330) 832-6769,(330) 832-7537,40.76546185,-81.52296769
767,N. Fayetteville Lowe's,"LOWE'S OF N. FAYETTEVILLE, NC",3909 Ramsey St,Fayetteville,NC,28311,http://www.lowes.com/store/NC-Fayetteville/0767,(910) 822-0126,(910) 213-1082,(910) 822-0599,35.11545341,-78.88237499
768,Westland Lowe's,"LOWE'S OF WESTLAND, MI",6555 Newburgh Rd,Westland,MI,48185,http://www.lowes.com/store/MI-Westland/0768,(734) 728-6620,(734) 895-0021,(734) 729-0433,42.3322324,-83.41094006
769,Irvine Lowe's,"LOWE'S OF IRVINE, CA",13300 Jamboree Rd,Irvine,CA,92602,http://www.lowes.com/store/CA-Irvine/0769,(714) 368-1665,(714) 913-2520,(714) 368-1682,33.72671302,-117.7872391
770,Brooklyn Lowe's,"LOWE'S OF BROOKLYN, OH",7327 North Cliff Ave,Brooklyn,OH,44144,http://www.lowes.com/store/OH-Brooklyn/0770,(216) 351-4723,(216) 351-7605,(216) 351-5388,41.42352903,-81.73665489
771,Clearwater Lowe's,"LOWE'S OF CLEARWATER, FL",26990 North Hwy 19,Clearwater,FL,33761,http://www.lowes.com/store/FL-Clearwater/0771,(727) 724-3557,(727) 953-1640,(727) 712-0361,28.01690633,-82.73969117
772,Bradenton Lowe's,"LOWE'S OF BRADENTON, FL",7395 52nd Pl East,Bradenton,FL,34203,http://www.lowes.com/store/FL-Bradenton/0772,(941) 756-1822,(941) 526-1058,(941) 756-2136,27.44475036,-82.46146431
773,N.E. Long Beach Lowe's,"LOWE'S OF N.E. LONG BEACH, CA",7300 East Carson St,Long Beach,CA,90808,http://www.lowes.com/store/CA-Long-Beach/0773,(562) 421-9996,(562) 213-4019,(562) 420-2347,33.82834552,-118.0890419
774,Rancho Cucamonga Lowe's,"LOWE'S OF RANCHO CUCAMONGA, CA",11399 Foothill Blvd,Rancho Cucamonga,CA,91730,http://www.lowes.com/store/CA-Rancho-Cucamonga/0774,(909) 476-9697,(909) 297-7165,(909) 476-3641,34.10487091,-117.5552684
775,Temecula Lowe's,"LOWE'S OF TEMECULA, CA",40390 Winchester Rd,Temecula,CA,92591,http://www.lowes.com/store/CA-Temecula/0775,(951) 296-1618,(951) 491-2220,(951) 296-1639,33.5307919,-117.1495534
777,W. Lansing Lowe's,"LOWE'S OF W. LANSING, MI",320 Marketplace Blvd,Lansing,MI,48917,http://www.lowes.com/store/MI-Lansing/0777,(517) 622-5755,(517) 626-5018,(517) 622-5945,42.73710631,-84.67093517
778,Round Rock Lowe's,"LOWE'S OF ROUND ROCK, TX",120 Sundance Pkwy,Round Rock,TX,78681,http://www.lowes.com/store/TX-Round-Rock/0778,(512) 600-0011,(512) 651-2141,(512) 600-0028,30.48516654,-97.67754391
779,Howell Lowe's,"LOWE'S OF HOWELL, MI",1100 South Latson Rd,Howell,MI,48843,http://www.lowes.com/store/MI-Howell/0779,(517) 548-3475,(517) 338-2021,(517) 548-7764,42.58324615,-83.87622957
780,Homestead Lowe's,"LOWE'S OF HOMESTEAD, PA",690 Waterfront Dr East,Munhall,PA,15120,http://www.lowes.com/store/PA-Munhall/0780,(412) 461-8002,(412) 326-4021,(412) 461-8046,40.41310918,-79.90167169
781,Huber Heights Lowe's,"LOWE'S OF HUBER HEIGHTS, OH",8421 Old Troy Pike,Huber Heights,OH,45424,http://www.lowes.com/store/OH-Huber-Heights/0781,(937) 235-2920,(937) 242-3985,(937) 235-1803,39.87689127,-84.13985859
783,Lakeland Lowe's,"LOWE'S OF LAKELAND, FL",3525 Lakeland Highlands Rd,Lakeland,FL,33803,http://www.lowes.com/store/FL-Lakeland/0783,(863) 701-9800,(863) 513-1149,(863) 701-2921,27.99935738,-81.92645587
784,Summerlin Lowe's,"LOWE'S OF SUMMERLIN, NV",7550 West Washington,Las Vegas,NV,89128,http://www.lowes.com/store/NV-Las-Vegas/0784,(702) 804-0054,(702) 352-9078,(702) 804-0071,36.18231501,-115.2579542
785,Central Long Beach Lowe's,"LOWE'S OF CENTRAL LONG BEACH, CA",2840 Bellflower Blvd,Long Beach,CA,90815,http://www.lowes.com/store/CA-Long-Beach/0785,(562) 496-8120,(562) 213-4049,(562) 496-8137,33.80788132,-118.1223911
786,Washington Lowe's,"LOWE'S OF WASHINGTON, NC",1701 Carolina Ave,Washington,NC,27889,http://www.lowes.com/store/NC-Washington/0786,(252) 975-1006,(252) 948-1019,(252) 975-1168,35.56616457,-77.06137791
787,Danville Lowe's,"LOWE'S OF DANVILLE, VA",280 Lowe's Dr,Danville,VA,24540,http://www.lowes.com/store/VA-Danville/0787,(434) 799-6210,(434) 441-4034,(434) 799-6249,36.59937961,-79.42501556
790,Bakersfield Lowe's,"LOWE'S OF BAKERSFIELD, CA",7825 Rosedale Highway,Bakersfield,CA,93308,http://www.lowes.com/store/CA-Bakersfield/0790,(661) 588-6420,(661) 679-0060,(661) 588-6437,35.38146029,-119.089894
791,Palmdale Lowe's,"LOWE'S OF PALMDALE, CA",39500 Lowes Dr,Palmdale,CA,93551,http://www.lowes.com/store/CA-Palmdale/0791,(661) 267-9888,(661) 350-9023,(661) 267-5857,34.59944604,-118.1443174
792,Scottsdale Lowe's,"LOWE'S OF SCOTTSDALE, AZ",16285 North Scottsdale Rd,Scottsdale,AZ,85254,http://www.lowes.com/store/AZ-Scottsdale/0792,(480) 607-0246,(480) 281-3681,(480) 607-6732,33.63479878,-111.9180746
795,Fresno Lowe's,"LOWE'S OF FRESNO, CA",7651 North Blackstone Ave,Fresno,CA,93720,http://www.lowes.com/store/CA-Fresno/0795,(559) 436-6266,(559) 312-2740,(559) 436-6452,36.84696328,-119.7935835
1001,Victorville Lowe's,"LOWE'S OF VICTORVILLE, CA",14333 Bear Valley Rd,Victorville,CA,92392,http://www.lowes.com/store/CA-Victorville/1001,(760) 949-9565,(760) 662-2072,(760) 956-6749,34.46881616,-117.3507572
1003,Tampa Palms Lowe's,"LOWE'S OF TAMPA PALMS, FL",6201 Commerce Palms Dr,Tampa,FL,33647,http://www.lowes.com/store/FL-Tampa/1003,(813) 558-6760,(813) 313-3929,(813) 558-6777,28.11424415,-82.37996129
1004,S. Myrtle Beach Lowe's,"LOWE'S OF S. MYRTLE BEACH, SC",8672 Highway 17 Bypass,Myrtle Beach,SC,29588,http://www.lowes.com/store/SC-Myrtle-Beach/1004,(843) 650-1400,(843) 650-7380,(843) 650-9391,33.64605334,-78.98683706
1006,Richmond Lowe's,"LOWE'S OF RICHMOND, KY",814 Eastern Bypass,Richmond,KY,40475,http://www.lowes.com/store/KY-Richmond/1006,(859) 625-0251,(859) 623-8008,(859) 625-9605,37.72875137,-84.28574818
1008,Clinton Township Lowe's,"LOWE'S OF CLINTON TOWNSHIP, MI",15350 Hall Rd,Clinton Township,MI,48038,http://www.lowes.com/store/MI-Clinton-Township/1008,(586) 416-2534,(586) 738-3050,(586) 416-2299,42.6258609,-82.97010242
1010,Du Bois Lowe's,"LOWE'S OF DU BOIS, PA",100 Commons Dr,Du Bois,PA,15801,http://www.lowes.com/store/PA-Du-Bois/1010,(814) 372-8640,(814) 299-2023,(814) 299-2006,41.12568329,-78.72947221
